
transaction_amount,transaction_hour,merchant_category,country_risk,card_present,online_transaction,failed_attempts,transactions_last_hour,account_age_days,fraud
2771.69,11,Fuel,0,1,0,4,15,934,1
4717.11,14,Fuel,0,0,0,0,1,2845,0
4061.61,16,Restaurant,1,1,0,2,10,2347,1
4276.58,19,Entertainment,1,1,0,2,4,1356,0
333.26,5,Restaurant,0,0,1,0,9,868,0
1420.88,0,Travel,0,1,0,4,7,60,0
894.01,23,Grocery,1,0,1,4,5,676,1
924.86,5,Shopping,0,0,0,0,12,1869,0
2033.44,23,Electronics,0,0,1,3,2,1135,1
49.35,18,Restaurant,0,1,0,3,11,1133,0
103.78,14,Travel,0,0,0,4,10,954,0
12.78,9,Fuel,0,1,0,3,7,2088,0
1983.21,7,Restaurant,1,1,1,0,6,3483,0
4552.98,16,Entertainment,0,0,1,2,9,1172,0
1369.34,10,Travel,0,1,0,3,10,2678,0
1957.21,10,Electronics,0,0,1,5,20,332,1
4891.94,22,Electronics,0,0,1,0,12,2085,1
2808.85,7,Shopping,1,0,1,1,14,1423,1
2423.67,7,Entertainment,1,1,1,5,2,1185,1
3013.7,5,Electronics,0,0,1,5,1,408,1
4085.46,1,Shopping,1,1,0,1,5,3039,1
1893.52,23,Electronics,1,1,1,4,4,1377,1
2115.76,3,Fuel,1,1,0,5,9,231,1
2716.76,11,Travel,0,0,0,3,13,2104,1
4810.65,7,Shopping,0,1,1,0,8,1275,0
4229.54,4,Electronics,0,0,0,1,8,2983,0
1732.66,21,Entertainment,0,0,0,5,6,2818,0
2608.56,10,Entertainment,1,1,0,4,15,1590,1
2065.27,11,Shopping,0,1,1,5,18,888,1
990.27,13,Grocery,0,0,0,1,14,545,0
1688.44,21,Fuel,0,0,1,3,15,1600,1
1205.74,19,Travel,0,0,0,1,12,2719,0
1244.48,22,Entertainment,0,1,0,4,4,46,0
645.66,15,Entertainment,1,0,0,1,7,2530,0
4775.04,1,Electronics,1,1,0,0,1,1165,1
3129.78,8,Travel,1,0,0,2,10,3514,1
4747.6,19,Entertainment,0,0,0,4,8,1475,0
4221.93,8,Entertainment,1,1,0,4,5,1634,1
3891.53,13,Travel,0,0,1,2,1,1034,0
2982.59,8,Grocery,1,0,1,1,16,2831,1
1279.54,13,Grocery,0,0,1,4,19,2948,1
4216.32,5,Grocery,1,0,0,3,3,662,1
4995.26,16,Grocery,1,1,0,0,11,2467,1
4293.65,3,Grocery,0,0,1,5,16,804,1
3260.78,13,Travel,0,0,0,3,16,214,1
2884.2,7,Restaurant,0,0,1,1,6,302,0
586.86,10,Shopping,0,1,1,0,6,1789,0
2727.0,16,Grocery,0,1,1,1,6,2340,0
292.23,9,Electronics,0,0,1,5,2,2339,0
4482.29,23,Grocery,1,1,1,4,10,2193,1
2507.35,3,Entertainment,0,1,1,4,9,1195,1
532.92,3,Restaurant,1,0,1,2,2,1238,1
3742.33,9,Entertainment,0,0,0,0,19,346,0
4268.82,5,Shopping,0,0,1,5,14,1133,1
1525.43,12,Restaurant,0,1,1,1,2,690,0
821.0,12,Restaurant,1,1,0,2,19,318,0
4906.14,6,Grocery,0,1,0,3,18,123,1
1083.18,12,Electronics,1,1,1,1,4,2299,0
1776.77,22,Fuel,1,0,0,3,16,3490,1
2360.88,21,Grocery,0,1,0,2,10,259,0
4499.84,3,Grocery,1,0,1,0,5,3153,1
3227.89,23,Fuel,1,1,1,0,12,350,1
709.74,16,Grocery,0,0,1,0,6,40,0
834.37,11,Shopping,1,0,1,3,6,2566,1
4461.81,16,Shopping,0,0,1,4,13,1300,1
982.98,11,Electronics,1,1,0,3,13,1683,1
1493.37,16,Electronics,1,0,0,3,8,764,0
1627.02,19,Fuel,1,1,0,0,15,311,0
3304.47,7,Entertainment,0,0,0,2,15,2024,0
2557.52,6,Fuel,1,1,0,5,16,2522,1
2816.5,9,Travel,1,0,0,5,19,3057,1
1789.64,8,Entertainment,0,0,0,1,13,2046,0
617.0,13,Fuel,1,1,1,3,15,2424,1
3040.42,10,Electronics,1,1,0,0,11,1227,1
3136.62,13,Restaurant,1,0,1,2,5,3161,1
4818.4,21,Fuel,1,0,1,1,9,2893,1
3641.91,4,Entertainment,0,0,0,1,4,3380,0
804.84,15,Entertainment,1,1,0,1,5,2421,0
3986.47,16,Restaurant,1,1,1,4,14,193,1
3135.88,20,Fuel,1,1,1,5,5,604,1
4380.65,20,Shopping,1,0,0,4,11,1241,1
1226.87,21,Travel,0,1,0,3,18,154,0
585.09,2,Shopping,1,0,1,4,2,1214,1
3948.94,22,Shopping,0,0,0,4,1,31,1
3716.29,19,Grocery,0,1,0,3,15,2269,1
3196.7,19,Travel,1,1,0,2,18,707,1
2750.5,3,Restaurant,0,1,1,0,8,1935,1
18.79,19,Grocery,0,1,1,2,1,1961,0
1253.48,11,Fuel,1,0,0,3,2,332,0
424.4,11,Travel,1,1,0,0,17,2539,0
1965.51,20,Entertainment,0,0,0,2,8,2957,0
267.91,22,Travel,0,0,0,5,19,1576,1
4385.41,18,Entertainment,1,1,1,0,12,2883,1
4776.27,3,Restaurant,0,1,0,0,1,1139,0
343.6,16,Restaurant,1,0,1,2,15,3536,1
388.79,12,Restaurant,0,1,1,2,10,974,0
4571.07,17,Entertainment,0,1,0,2,8,2375,0
4127.45,21,Entertainment,1,1,1,1,4,3148,1
2629.94,11,Fuel,1,0,0,4,17,3360,1
979.16,20,Shopping,1,1,1,2,5,791,0
1728.89,20,Shopping,1,1,1,5,1,429,1
4290.37,16,Fuel,0,1,0,0,19,1363,0
2475.08,15,Entertainment,1,1,0,5,18,1030,1
185.34,8,Shopping,0,0,1,5,15,2544,1
1280.15,2,Shopping,1,1,0,2,12,384,1
2433.04,10,Electronics,1,0,1,1,1,2542,1
2760.63,22,Shopping,0,1,1,4,20,2725,1
1095.9,4,Restaurant,0,1,0,5,8,2072,0
498.85,12,Shopping,1,1,0,1,5,232,0
3941.55,1,Travel,1,0,1,5,13,1445,1
1376.54,0,Electronics,1,1,0,4,20,1160,1
2130.8,18,Electronics,0,1,1,4,8,1643,1
4742.09,20,Entertainment,1,0,0,4,14,1310,1
4708.61,16,Restaurant,1,1,1,1,17,354,1
3555.67,15,Electronics,0,0,1,1,14,861,1
3829.68,5,Shopping,0,1,1,1,10,3565,1
1422.8,22,Entertainment,0,1,0,5,2,830,0
3835.84,9,Entertainment,1,0,0,5,10,2559,1
1282.29,10,Fuel,0,0,1,3,13,1000,1
4659.33,2,Shopping,1,1,0,3,17,1467,1
3703.04,17,Shopping,1,1,1,5,4,1917,1
2004.45,16,Entertainment,1,1,0,3,1,1478,1
4524.3,9,Travel,0,1,1,1,7,3034,0
3215.73,22,Grocery,0,0,1,3,11,1126,1
1781.32,0,Grocery,0,0,1,3,1,1774,1
570.04,13,Grocery,1,1,0,0,1,1287,0
2161.38,6,Travel,1,1,0,3,8,2710,1
996.22,17,Electronics,0,0,0,3,19,1545,0
4618.62,15,Travel,0,1,0,3,6,327,0
3174.76,3,Shopping,0,1,1,0,4,3340,1
1679.12,9,Shopping,1,0,1,5,8,2920,1
492.75,11,Electronics,0,1,0,3,2,3407,0
1076.93,21,Fuel,1,1,0,1,19,1018,0
499.15,11,Electronics,0,0,1,5,16,1763,1
881.39,0,Shopping,0,0,0,0,18,2173,0
3626.26,12,Restaurant,1,0,0,1,4,3576,0
3734.25,16,Travel,1,1,1,5,5,2884,1
4891.35,7,Entertainment,0,0,0,4,8,2594,0
4283.24,0,Fuel,1,0,1,5,16,3501,1
3243.68,11,Travel,1,0,1,0,6,3215,1
4468.27,3,Grocery,1,1,0,3,7,1112,1
1760.12,8,Shopping,0,0,0,1,8,2136,0
1686.31,21,Restaurant,1,1,0,5,17,2881,1
3578.11,1,Entertainment,1,0,1,3,16,159,1
4266.11,13,Entertainment,0,1,0,0,9,3327,0
1598.91,23,Electronics,1,0,0,1,4,3569,0
3985.96,4,Travel,0,0,1,2,9,3064,1
3006.65,6,Fuel,1,0,0,0,14,838,1
953.69,15,Entertainment,1,0,0,3,18,2018,1
3534.05,21,Electronics,1,1,0,4,10,195,1
4192.16,2,Grocery,0,1,1,1,19,3184,1
2404.71,18,Electronics,0,0,1,2,5,1773,0
2886.51,2,Travel,1,1,0,1,5,1455,1
4154.99,3,Fuel,0,1,1,2,18,2570,1
743.66,1,Travel,1,1,1,3,3,3199,1
2200.71,15,Shopping,0,1,0,5,19,1986,1
1274.0,6,Shopping,0,1,1,4,1,2307,0
1487.06,1,Travel,0,0,0,3,5,540,0
4733.89,18,Grocery,0,1,0,5,2,3215,0
3954.21,4,Grocery,1,1,1,2,19,2366,1
276.46,23,Grocery,1,1,1,5,18,2030,1
3844.91,22,Travel,1,0,0,3,19,2872,1
1555.43,19,Grocery,0,0,1,2,5,896,0
291.75,12,Shopping,1,1,0,4,17,2100,1
624.17,10,Fuel,0,0,1,4,20,3314,1
120.21,6,Entertainment,0,0,1,5,9,2122,0
3706.18,14,Grocery,1,0,1,1,6,1871,1
4856.7,17,Restaurant,1,0,0,4,19,2535,1
4436.49,22,Shopping,1,1,0,0,18,2494,1
2651.21,8,Restaurant,1,0,0,3,16,3581,1
396.47,23,Restaurant,0,1,1,1,20,2466,1
2496.99,18,Electronics,0,1,1,1,16,1663,1
4611.06,7,Shopping,1,1,0,0,3,2406,0
3737.3,15,Shopping,1,0,1,4,1,125,1
262.99,17,Restaurant,1,0,0,4,10,1180,1
4617.48,4,Electronics,1,0,1,2,12,1032,1
4293.36,21,Electronics,1,1,1,3,14,375,1
1448.68,5,Grocery,0,1,1,2,9,2936,0
325.22,11,Fuel,0,0,0,0,14,779,0
2925.2,8,Restaurant,0,1,0,5,15,231,1
1456.71,12,Grocery,0,1,1,5,5,1291,0
2092.95,14,Shopping,1,1,1,0,14,1235,1
3083.09,13,Shopping,0,0,0,5,1,2878,0
2059.87,19,Grocery,1,1,1,4,11,3126,1
4357.42,9,Entertainment,1,0,1,0,11,1087,1
1820.48,18,Travel,1,0,1,4,9,1716,1
837.52,15,Grocery,1,0,0,0,14,1523,0
3010.27,6,Fuel,0,0,0,4,4,994,0
1058.54,0,Entertainment,0,1,1,2,19,2193,1
1922.85,12,Restaurant,0,1,1,4,18,3122,1
4843.84,1,Shopping,0,0,0,2,13,182,1
1530.49,0,Shopping,0,0,0,3,14,2151,1
3734.04,17,Shopping,0,1,1,0,19,2565,1
2088.62,6,Fuel,0,0,0,3,15,3391,1
1304.2,18,Fuel,0,0,1,5,7,892,0
89.81,6,Grocery,1,0,1,3,16,2352,1
3485.29,18,Shopping,0,0,0,2,8,1237,0
2206.98,0,Fuel,1,0,1,2,12,3630,1
2048.44,18,Travel,0,1,0,0,14,275,0
4571.02,3,Travel,0,0,1,4,19,1667,1
3902.5,18,Travel,1,0,1,1,5,2067,1
4896.38,14,Fuel,0,0,1,1,18,1621,1
4699.32,19,Shopping,1,0,0,3,8,2042,1
4660.49,15,Restaurant,1,1,0,4,20,1294,1
4161.1,6,Fuel,0,1,0,1,6,2920,0
911.44,3,Restaurant,1,0,1,2,4,593,1
2887.05,19,Restaurant,1,0,1,0,5,1453,1
4956.54,23,Shopping,1,0,0,2,2,185,1
4732.85,1,Grocery,0,0,0,5,20,2932,1
4476.65,16,Travel,1,0,1,5,18,1466,1
119.59,10,Shopping,0,0,0,4,9,39,0
3300.16,13,Entertainment,0,1,1,5,6,1386,1
2624.65,20,Shopping,0,1,1,4,2,1811,1
3434.35,7,Electronics,0,0,0,2,15,3402,0
4772.35,5,Shopping,0,0,0,2,3,2887,0
1233.28,22,Travel,1,0,0,3,16,2773,1
971.5,20,Entertainment,0,0,0,1,10,1914,0
4682.49,8,Restaurant,1,1,1,2,12,2606,1
123.06,4,Travel,1,1,0,3,6,567,1
1481.43,17,Travel,1,1,0,3,12,579,1
1464.31,15,Fuel,0,1,0,2,11,2559,0
3979.11,16,Fuel,1,1,0,0,6,3391,0
592.41,17,Electronics,0,1,0,3,5,3137,0
250.08,22,Travel,1,0,0,1,6,513,0
3773.12,13,Restaurant,1,1,0,5,5,806,1
4645.81,8,Entertainment,0,1,0,2,16,606,0
2974.34,11,Entertainment,1,1,0,1,16,1106,1
3756.33,6,Travel,1,0,1,4,10,2925,1
2264.94,9,Entertainment,0,0,1,3,11,2412,1
1429.8,11,Grocery,1,1,0,1,1,1379,0
4045.57,0,Restaurant,1,0,0,0,20,1253,1
3464.06,4,Restaurant,1,0,0,4,5,3379,1
308.02,13,Fuel,1,0,1,1,4,1428,0
3409.27,21,Entertainment,0,1,0,4,9,1208,0
2494.98,11,Electronics,1,1,1,5,6,2087,1
2779.9,23,Travel,0,0,1,1,2,2058,1
4767.88,9,Entertainment,1,1,1,5,10,1703,1
4424.0,15,Restaurant,1,1,0,3,17,55,1
1191.05,18,Entertainment,1,1,1,5,2,914,1
1286.02,11,Travel,1,0,0,5,5,1205,0
2617.35,14,Grocery,0,0,0,2,17,2238,0
950.83,1,Travel,1,1,0,5,13,2163,1
133.72,13,Restaurant,1,0,1,0,18,1933,1
1275.2,21,Entertainment,0,1,0,2,18,3589,0
1759.77,16,Travel,0,1,1,4,16,3525,1
4991.94,23,Grocery,0,1,1,2,11,78,1
2666.45,2,Entertainment,0,0,0,2,6,1810,0
2901.42,15,Entertainment,1,0,1,4,5,412,1
2215.72,12,Entertainment,0,1,1,1,18,713,1
301.97,13,Restaurant,1,0,1,1,12,2440,1
2134.79,13,Restaurant,1,1,1,1,6,705,1
1150.59,4,Travel,0,0,0,5,6,479,0
181.34,12,Entertainment,1,1,1,1,7,1409,0
1665.14,5,Grocery,1,0,1,2,6,3327,0
3024.72,8,Fuel,0,1,0,1,8,3494,0
2752.57,14,Entertainment,0,0,1,5,4,3079,1
1983.65,12,Fuel,0,0,0,0,14,597,0
1079.63,9,Grocery,1,1,0,3,7,1551,0
3149.76,22,Shopping,1,0,1,2,19,1571,1
3210.99,14,Fuel,0,1,0,0,9,1685,0
2868.13,21,Restaurant,0,1,1,0,17,1321,1
896.68,13,Shopping,1,0,1,2,8,596,0
3075.32,0,Fuel,1,0,1,5,20,2593,1
1601.08,2,Grocery,1,0,0,1,12,3371,1
2158.42,1,Travel,0,1,0,0,12,39,1
417.48,3,Travel,1,1,1,2,19,2522,1
137.44,2,Travel,0,0,1,3,6,1218,1
1754.15,2,Travel,0,1,0,5,16,385,1
2489.29,11,Electronics,0,1,0,4,14,1932,1
2060.0,11,Fuel,0,1,0,5,8,370,0
3472.24,4,Entertainment,1,1,1,4,19,1000,1
3606.21,16,Entertainment,1,1,0,4,2,1054,1
2145.38,5,Electronics,1,1,0,4,10,1217,1
1150.25,2,Travel,1,0,1,0,10,1268,1
146.78,3,Grocery,0,0,1,5,17,2908,1
4007.91,18,Entertainment,0,1,1,3,13,545,1
2664.63,3,Restaurant,0,0,1,3,13,2499,1
1884.7,21,Grocery,1,0,0,2,17,394,0
1077.52,1,Travel,0,0,0,0,15,492,0
982.56,19,Grocery,1,1,0,3,20,2474,1
2862.95,8,Grocery,0,1,0,5,6,1849,0
2406.89,14,Electronics,1,0,1,5,6,1521,1
1711.09,8,Restaurant,1,1,1,4,13,589,1
4900.98,20,Restaurant,1,0,0,3,3,2615,1
3654.24,13,Electronics,1,0,1,3,18,1597,1
3441.46,2,Grocery,0,1,1,5,6,3245,1
4449.31,19,Entertainment,1,0,1,1,7,429,1
1773.65,14,Shopping,0,1,0,1,6,2304,0
4420.92,21,Fuel,0,0,0,1,19,984,0
1257.88,6,Entertainment,0,1,1,1,13,244,0
667.52,21,Restaurant,0,0,1,3,9,2074,0
1403.73,7,Restaurant,1,0,0,1,17,2249,0
1928.96,18,Grocery,1,0,0,0,6,1344,0
4878.77,14,Electronics,1,0,1,5,10,959,1
484.32,8,Entertainment,0,0,1,3,6,1559,0
3203.69,1,Entertainment,1,1,0,1,18,3565,1
864.07,0,Restaurant,0,1,1,3,13,3586,1
1332.12,22,Entertainment,0,1,0,1,15,2061,0
2743.84,19,Fuel,1,1,0,0,11,2510,1
127.4,11,Fuel,1,1,0,2,16,3479,0
4956.47,11,Entertainment,1,1,0,4,20,2735,1
4102.93,1,Grocery,1,0,0,5,12,2070,1
4088.48,7,Electronics,1,1,0,1,12,3332,1
490.98,20,Grocery,1,1,0,0,13,1038,0
4555.42,16,Grocery,1,0,0,2,3,74,0
4472.82,10,Restaurant,1,1,1,5,12,3531,1
664.23,9,Electronics,1,1,1,1,3,2193,0
440.33,10,Restaurant,0,1,0,5,3,1930,0
1478.99,2,Fuel,0,1,1,5,16,1820,1
4699.43,14,Grocery,0,0,0,2,19,381,0
17.18,11,Restaurant,0,1,1,0,18,1360,0
1881.14,4,Travel,0,1,1,5,17,2829,1
1733.15,1,Shopping,0,0,0,5,7,530,0
1462.64,11,Entertainment,0,1,0,3,5,1424,0
3132.94,0,Travel,1,1,1,5,20,2446,1
1089.6,5,Restaurant,1,0,1,0,18,2291,1
4418.0,12,Fuel,1,1,0,1,20,289,1
4122.9,21,Travel,0,1,1,1,16,2215,1
786.32,6,Grocery,0,1,0,0,12,1684,0
3142.26,10,Grocery,1,0,1,3,17,1681,1
4658.81,7,Restaurant,1,0,1,2,9,2406,1
867.46,0,Fuel,1,1,0,3,18,2281,1
3953.53,6,Fuel,0,1,0,5,15,2014,1
2735.58,13,Fuel,1,1,1,4,19,2266,1
3625.34,15,Fuel,1,0,1,4,11,3398,1
2400.55,19,Electronics,0,0,1,2,11,2337,1
1137.23,20,Fuel,0,1,0,3,13,1050,0
40.92,5,Fuel,1,0,0,3,16,2954,1
1915.41,23,Grocery,0,1,0,0,3,2108,0
1015.15,19,Fuel,0,1,1,4,9,1746,0
3815.45,4,Shopping,0,1,0,1,11,1019,1
39.98,2,Restaurant,1,0,0,1,8,1025,0
1286.25,12,Entertainment,1,0,0,1,7,1642,0
1530.59,17,Fuel,0,0,1,3,15,3265,1
1585.98,21,Electronics,1,1,1,2,11,1175,1
1560.57,4,Grocery,0,1,1,5,9,3167,1
637.74,19,Entertainment,1,0,0,5,8,1339,0
2158.38,18,Travel,1,1,0,1,16,3063,1
4828.71,18,Grocery,0,1,0,3,10,983,1
2279.93,3,Fuel,0,0,0,4,11,2450,1
3784.87,0,Restaurant,0,0,1,3,18,2686,1
989.43,19,Grocery,1,0,1,0,7,2079,0
957.87,7,Shopping,0,1,1,5,20,2342,1
3908.1,7,Shopping,1,0,0,0,6,1878,0
2293.85,5,Travel,1,1,1,4,4,160,1
2520.35,1,Electronics,1,1,0,1,5,1542,1
2015.6,7,Electronics,0,0,1,1,14,323,1
1995.29,17,Grocery,1,1,1,0,6,2007,0
3817.24,11,Grocery,0,0,1,4,17,1304,1
3632.44,21,Electronics,0,0,0,2,1,1491,0
2346.86,12,Electronics,0,0,1,4,9,1742,1
3855.69,7,Grocery,1,1,1,0,20,1832,1
1909.43,6,Grocery,1,0,1,2,3,1864,0
669.27,8,Grocery,1,1,0,4,2,3598,0
3890.39,10,Entertainment,0,1,0,3,14,3213,1
2642.16,7,Fuel,1,1,0,0,12,908,1
3949.58,13,Restaurant,0,1,0,4,3,787,0
1076.45,22,Restaurant,0,1,0,3,2,1286,0
4955.1,14,Fuel,1,1,0,4,7,3424,1
250.98,13,Restaurant,0,1,0,1,13,259,0
4143.78,22,Fuel,1,1,1,2,8,648,1
1658.77,20,Travel,1,0,1,2,20,802,1
4273.1,23,Electronics,1,0,1,3,2,1605,1
3597.26,16,Travel,0,1,1,4,4,403,1
123.28,6,Electronics,0,0,0,2,2,2702,0
1841.42,23,Shopping,1,0,1,4,10,3369,1
1610.68,0,Grocery,0,0,1,2,3,3458,0
2807.6,11,Shopping,1,1,1,1,9,2982,1
2819.69,13,Shopping,1,1,0,0,7,99,0
3470.94,22,Restaurant,0,1,1,0,18,1756,1
2890.5,6,Grocery,1,0,0,1,8,1258,0
1713.08,4,Travel,0,0,1,2,3,2517,0
2545.76,10,Entertainment,1,0,0,0,2,2822,0
3776.07,1,Electronics,0,1,0,3,9,3370,1
4019.29,21,Shopping,1,1,1,0,17,1777,1
4272.22,1,Fuel,1,1,0,3,12,1659,1
4200.68,21,Fuel,1,1,1,2,6,3359,1
4178.01,20,Restaurant,1,1,0,2,10,693,1
58.85,16,Electronics,1,1,1,1,10,971,1
2942.66,7,Electronics,0,0,0,4,14,881,1
3029.07,20,Grocery,1,1,0,2,12,133,1
4705.26,19,Grocery,1,1,1,5,14,1450,1
97.33,13,Travel,1,0,1,1,15,1281,1
443.42,9,Grocery,1,0,0,5,16,1172,1
173.45,1,Shopping,1,1,1,0,18,1272,1
4073.88,14,Restaurant,0,0,0,5,13,1277,1
3838.25,23,Electronics,0,1,0,0,2,592,0
1779.45,18,Travel,0,1,1,2,3,3257,0
3293.42,11,Electronics,0,0,1,2,11,2927,1
208.57,2,Grocery,0,0,1,0,17,3558,1
2950.27,14,Restaurant,0,1,0,1,16,1111,0
894.55,8,Restaurant,0,0,0,5,1,2163,0
1073.32,8,Grocery,1,1,1,5,15,558,1
3831.47,14,Restaurant,0,0,1,3,1,1194,1
768.05,13,Restaurant,0,0,0,3,19,1971,0
3141.11,3,Electronics,0,0,0,0,9,3225,0
476.13,7,Shopping,0,1,1,3,12,3511,1
795.48,21,Entertainment,0,1,1,4,1,3005,0
2027.22,21,Fuel,1,1,1,0,15,1784,1
4297.69,20,Restaurant,0,1,1,2,17,853,1
16.21,1,Fuel,0,0,1,4,7,2078,1
3775.73,5,Travel,0,1,0,0,7,497,0
366.27,2,Travel,1,0,1,1,12,1541,1
1719.93,4,Electronics,0,0,0,1,16,972,0
1458.13,2,Entertainment,1,1,0,1,12,2006,1
244.19,5,Travel,0,0,0,0,20,3591,0
1310.62,18,Grocery,1,1,0,3,3,3326,0
3103.86,10,Travel,1,0,1,4,14,2677,1
2173.76,15,Fuel,1,0,1,0,9,2840,1
286.53,23,Fuel,0,1,1,2,8,3335,0
2354.22,5,Travel,1,1,1,5,1,1563,1
448.15,9,Restaurant,0,0,1,1,5,2783,0
1945.84,18,Restaurant,0,0,1,3,2,2670,0
4880.25,9,Fuel,0,0,0,3,6,606,0
1530.52,6,Grocery,1,1,1,2,16,2465,1
3506.38,11,Travel,1,0,0,2,13,1359,1
4575.55,15,Fuel,0,0,0,5,18,1289,1
3071.46,22,Shopping,0,1,1,2,17,3161,1
1949.56,20,Travel,0,0,1,4,9,1916,0
893.08,6,Grocery,0,1,0,5,18,573,0
248.75,22,Shopping,0,0,0,4,10,930,1
932.42,16,Restaurant,1,0,1,1,3,1743,0
1013.73,3,Entertainment,1,1,0,5,5,2424,1
3957.91,19,Restaurant,0,0,0,2,10,151,0
3789.34,3,Entertainment,1,0,1,2,20,2758,1
2315.49,15,Electronics,1,1,0,1,17,3514,1
3806.81,6,Shopping,0,1,0,3,4,1503,0
3708.9,2,Grocery,1,1,0,3,8,2683,1
4583.8,8,Electronics,0,1,0,5,20,2070,1
2138.47,5,Entertainment,0,0,1,1,18,1539,1
4376.63,9,Grocery,0,1,1,3,20,3332,1
2632.8,12,Restaurant,0,1,1,3,13,3093,1
4475.28,0,Electronics,1,0,0,2,3,2117,1
1440.89,3,Travel,0,0,1,1,3,2476,0
3291.99,13,Electronics,1,0,1,2,9,2026,1
1107.65,21,Restaurant,1,0,1,0,4,1285,0
1701.26,20,Fuel,0,1,1,2,2,2467,0
1239.34,10,Fuel,0,1,0,0,11,428,0
224.17,11,Electronics,1,0,1,4,10,1839,1
2858.89,8,Travel,0,1,0,1,13,1182,0
4750.39,3,Restaurant,1,1,0,1,9,3433,1
4748.27,23,Restaurant,0,0,0,3,14,2911,1
1880.47,11,Grocery,0,1,0,2,11,2491,0
1802.75,3,Restaurant,1,1,1,1,3,2575,1
1106.76,22,Grocery,1,0,0,3,20,528,1
4021.5,19,Travel,0,0,1,0,11,1360,1
3423.02,14,Fuel,1,1,0,5,10,1146,1
2199.12,18,Shopping,0,1,0,5,9,2078,0
2816.59,13,Fuel,1,1,1,5,6,1181,1
620.37,18,Restaurant,1,1,0,4,18,3400,1
3544.92,1,Restaurant,1,1,1,3,9,2913,1
836.32,6,Fuel,0,0,0,3,17,154,0
4265.96,15,Restaurant,1,0,0,4,3,1171,1
4265.91,1,Entertainment,1,1,0,2,1,1858,1
2253.34,7,Fuel,1,0,1,5,14,686,1
1034.64,15,Restaurant,1,1,0,3,7,2423,0
3282.25,20,Travel,1,0,1,1,12,677,1
178.36,13,Grocery,0,1,0,3,1,2723,0
1262.08,21,Grocery,1,0,0,0,5,363,0
1853.31,11,Grocery,0,1,0,4,17,1683,0
383.88,3,Electronics,1,1,0,4,20,930,1
2328.29,2,Electronics,1,1,0,1,15,1908,1
3568.73,11,Travel,1,0,0,5,4,751,1
3607.28,3,Electronics,0,1,1,2,15,2686,1
2565.68,16,Entertainment,0,1,0,3,4,301,0
3457.37,9,Travel,1,1,0,1,11,490,1
3110.94,13,Shopping,0,0,1,4,18,1458,1
146.54,12,Fuel,1,1,1,5,19,957,1
896.68,18,Grocery,0,0,1,5,12,2397,1
713.87,15,Restaurant,0,1,1,3,16,299,1
3746.54,22,Fuel,0,0,1,3,8,800,1
195.21,4,Restaurant,0,0,1,3,19,340,1
3315.7,0,Fuel,1,1,0,3,14,523,1
1719.63,20,Electronics,0,1,0,1,11,731,0
1015.86,10,Shopping,1,1,0,2,13,2872,0
1382.44,21,Entertainment,1,1,0,5,1,751,0
1591.01,19,Entertainment,1,1,0,5,10,3257,1
1058.34,8,Entertainment,0,1,0,0,14,2766,0
2525.16,9,Electronics,1,1,1,2,10,735,1
4147.28,0,Travel,1,1,1,5,5,1902,1
2041.67,22,Restaurant,1,0,0,0,13,2954,1
3957.04,10,Travel,0,0,0,4,13,1509,1
3774.66,23,Entertainment,1,0,0,2,2,903,1
2762.34,16,Restaurant,0,1,0,0,12,1875,0
2043.82,7,Shopping,1,0,1,2,5,89,1
79.51,4,Entertainment,0,1,0,3,16,939,1
4875.85,19,Electronics,1,1,0,0,20,2014,1
1938.9,18,Restaurant,0,1,0,0,18,3610,0
1573.89,20,Restaurant,0,1,1,3,2,1492,0
1190.44,23,Shopping,0,0,1,3,14,337,1
939.38,2,Grocery,0,1,0,5,13,1697,1
1206.5,14,Electronics,0,1,1,0,16,3645,0
2128.11,6,Electronics,1,1,1,0,20,1468,1
3629.69,8,Shopping,0,1,0,5,5,53,0
4491.55,17,Fuel,1,1,1,0,7,852,1
2285.47,19,Restaurant,1,1,0,5,11,1646,1
1665.06,17,Entertainment,1,1,0,1,8,1261,0
2105.3,12,Fuel,0,0,1,4,18,3565,1
2378.45,3,Grocery,1,0,0,3,12,2044,1
873.96,10,Entertainment,0,1,1,1,15,1981,0
919.81,18,Restaurant,1,1,1,1,14,944,1
4001.99,12,Restaurant,0,1,0,0,19,2723,0
768.13,12,Shopping,0,0,1,3,7,618,0
398.88,1,Fuel,1,0,0,0,17,2415,1
328.61,4,Restaurant,1,1,1,5,3,2533,1
3072.15,18,Travel,1,1,1,3,18,2023,1
2020.75,15,Restaurant,1,1,1,0,13,1034,1
3684.27,12,Shopping,0,1,0,3,8,696,0
1357.62,19,Electronics,0,1,0,0,11,2544,0
1531.46,2,Shopping,0,1,0,0,17,86,0
3667.19,8,Electronics,0,0,0,0,8,2972,0
4574.19,16,Fuel,1,1,0,2,17,1706,1
779.68,21,Electronics,1,0,1,4,15,3059,1
3368.32,5,Shopping,1,0,1,4,16,3290,1
4307.38,22,Entertainment,1,1,0,2,1,1052,1
4468.53,6,Entertainment,1,1,0,2,1,3081,0
3626.97,2,Electronics,1,0,1,4,16,518,1
4388.37,4,Grocery,1,1,0,0,3,2038,1
499.22,12,Entertainment,1,0,0,4,17,1575,1
987.71,16,Entertainment,1,1,1,3,2,1308,1
3004.12,13,Entertainment,0,0,1,0,5,269,0
3233.85,22,Electronics,0,0,1,0,13,3084,1
